artifactType,artifactLabel,domain,competencyLabel,difficulty,priority,candidateCount,sampleQuestionIds,artifactBrief,generationPrompt
"source-comparison-pack","Source comparison / version evidence","D4","Fairness, ethics, and rights","applied","high","5","NH-CORE-GENERAL-D4-FAIRNESS-ETHICS-APPLIED-02; NH-CORE-GENERAL-D4-FAIRNESS-ETHICS-APPLIED-05; NH-FUNCTION-PEOPLE-D4-FAIRNESS-ETHICS-APPLIED-03; NH-EXECUTIVE-BOARD-D4-FAIRNESS-ETHICS-APPLIED-03; NH-EXECUTIVE-BOARD-D4-FAIRNESS-ETHICS-APPLIED-04","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D4","Fairness, ethics, and rights","proficient","high","5","NH-CORE-GENERAL-D4-FAIRNESS-ETHICS-PROFICIENT-02; NH-CORE-GENERAL-D4-FAIRNESS-ETHICS-PROFICIENT-05; NH-FUNCTION-PEOPLE-D4-FAIRNESS-ETHICS-PROFICIENT-03; NH-EXECUTIVE-BOARD-D4-FAIRNESS-ETHICS-PROFICIENT-03; NH-EXECUTIVE-BOARD-D4-FAIRNESS-ETHICS-PROFICIENT-04","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D4","Fairness, ethics, and rights","advanced","high","5","NH-CORE-GENERAL-D4-FAIRNESS-ETHICS-ADVANCED-02; NH-CORE-GENERAL-D4-FAIRNESS-ETHICS-ADVANCED-05; NH-FUNCTION-PEOPLE-D4-FAIRNESS-ETHICS-ADVANCED-03; NH-EXECUTIVE-BOARD-D4-FAIRNESS-ETHICS-ADVANCED-03; NH-EXECUTIVE-BOARD-D4-FAIRNESS-ETHICS-ADVANCED-04","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D5","Strategy and transformation","awareness","high","5","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-AWARENESS-02; NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-AWARENESS-05; NH-EXECUTIVE-CEO-D5-TRANSFORMATION-STRATEGY-AWARENESS-01; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-AWARENESS-03; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-AWARENESS-04","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D5","Strategy and transformation","applied","high","5","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-APPLIED-02; NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-APPLIED-05; NH-EXECUTIVE-CEO-D5-TRANSFORMATION-STRATEGY-APPLIED-01; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-APPLIED-03; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-APPLIED-04","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D5","Strategy and transformation","advanced","high","5","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-02; NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-05; NH-EXECUTIVE-CEO-D5-TRANSFORMATION-STRATEGY-ADVANCED-01; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-ADVANCED-03; NH-EXECUTIVE-BOARD-D5-TRANSFORMATION-STRATEGY-ADVANCED-04","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"workflow-trace","Workflow / agent trace","D3","Media provenance","advanced","high","5","NH-CORE-GENERAL-D3-MEDIA-PROVENANCE-ADVANCED-04; NH-CORE-GENERAL-D3-MEDIA-PROVENANCE-ADVANCED-06; NH-CORE-GENERAL-D3-MEDIA-PROVENANCE-ADVANCED-08; NH-FUNCTION-MARKETING-D3-MEDIA-PROVENANCE-ADVANCED-01; NH-INDUSTRY-RETAIL-D3-MEDIA-PROVENANCE-ADVANCED-04","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","Portfolio prioritization","awareness","high","5","NH-CORE-GENERAL-D5-PORTFOLIO-PRIORITIZATION-AWARENESS-06; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-AWARENESS-01; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-AWARENESS-02; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-AWARENESS-03; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-AWARENESS-04","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","Portfolio prioritization","applied","high","5","NH-CORE-GENERAL-D5-PORTFOLIO-PRIORITIZATION-APPLIED-06; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-APPLIED-01; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-APPLIED-02; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-APPLIED-03; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-APPLIED-04","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","Portfolio prioritization","proficient","high","5","NH-CORE-GENERAL-D5-PORTFOLIO-PRIORITIZATION-PROFICIENT-06; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-PROFICIENT-01; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-PROFICIENT-02; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-PROFICIENT-03; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-PROFICIENT-04","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","Portfolio prioritization","advanced","high","5","NH-CORE-GENERAL-D5-PORTFOLIO-PRIORITIZATION-ADVANCED-06; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-ADVANCED-01; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-ADVANCED-02; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-ADVANCED-03; NH-EXECUTIVE-TECHNOLOGY-D5-PORTFOLIO-PRIORITIZATION-ADVANCED-04","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","Strategy and transformation","advanced","high","5","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-06; NH-EXECUTIVE-TECHNOLOGY-D5-TRANSFORMATION-STRATEGY-ADVANCED-01; NH-EXECUTIVE-TECHNOLOGY-D5-TRANSFORMATION-STRATEGY-ADVANCED-02; NH-EXECUTIVE-TECHNOLOGY-D5-TRANSFORMATION-STRATEGY-ADVANCED-03; NH-EXECUTIVE-TECHNOLOGY-D5-TRANSFORMATION-STRATEGY-ADVANCED-04","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"communication-thread","Email / chat / ticket thread","D1","AI systems literacy","awareness","medium","4","NH-CORE-GENERAL-D1-AI-SYSTEMS-AWARENESS-03; NH-CORE-GENERAL-D1-AI-SYSTEMS-AWARENESS-04; NH-CORE-GENERAL-D1-AI-SYSTEMS-AWARENESS-07; NH-FUNCTION-FINANCE-D1-AI-SYSTEMS-AWARENESS-01","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D2","Prompt design","awareness","medium","4","NH-CORE-GENERAL-D2-PROMPT-DESIGN-AWARENESS-04; NH-FUNCTION-PEOPLE-D2-PROMPT-DESIGN-AWARENESS-01; NH-FUNCTION-PEOPLE-D2-PROMPT-DESIGN-AWARENESS-02; NH-FUNCTION-PEOPLE-D2-PROMPT-DESIGN-AWARENESS-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D2","Prompt design","applied","high","4","NH-CORE-GENERAL-D2-PROMPT-DESIGN-APPLIED-04; NH-FUNCTION-PEOPLE-D2-PROMPT-DESIGN-APPLIED-01; NH-FUNCTION-PEOPLE-D2-PROMPT-DESIGN-APPLIED-02; NH-FUNCTION-PEOPLE-D2-PROMPT-DESIGN-APPLIED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D4","Security and governance controls","proficient","high","4","NH-CORE-GENERAL-D4-SECURITY-GOVERNANCE-PROFICIENT-04; NH-INDUSTRY-PUBLIC-D4-SECURITY-GOVERNANCE-PROFICIENT-01; NH-INDUSTRY-PUBLIC-D4-SECURITY-GOVERNANCE-PROFICIENT-02; NH-INDUSTRY-PUBLIC-D4-SECURITY-GOVERNANCE-PROFICIENT-03","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D6","Human-AI role clarity","awareness","medium","4","NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-04; NH-FUNCTION-PEOPLE-D6-ROLE-CLARITY-AWARENESS-04; NH-INDUSTRY-HEALTHCARE-D6-ROLE-CLARITY-AWARENESS-01; NH-INDUSTRY-HEALTHCARE-D6-ROLE-CLARITY-AWARENESS-02","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D6","Human-AI role clarity","applied","high","4","NH-CORE-GENERAL-D6-ROLE-CLARITY-APPLIED-04; NH-FUNCTION-PEOPLE-D6-ROLE-CLARITY-APPLIED-02; NH-INDUSTRY-HEALTHCARE-D6-ROLE-CLARITY-APPLIED-01; NH-INDUSTRY-HEALTHCARE-D6-ROLE-CLARITY-APPLIED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D6","Trust and challenge culture","advanced","high","4","NH-FUNCTION-PEOPLE-D6-TRUST-CULTURE-ADVANCED-01; NH-FUNCTION-PEOPLE-D6-TRUST-CULTURE-ADVANCED-04; NH-INDUSTRY-PUBLIC-D6-TRUST-CULTURE-ADVANCED-01; NH-INDUSTRY-PUBLIC-D6-TRUST-CULTURE-ADVANCED-03","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D2","Tool selection and integration","proficient","high","4","NH-CORE-GENERAL-D2-TOOL-SELECTION-PROFICIENT-03; NH-CORE-GENERAL-D2-TOOL-SELECTION-PROFICIENT-07; NH-FUNCTION-FINANCE-D2-TOOL-SELECTION-PROFICIENT-03; NH-FUNCTION-FINANCE-D2-TOOL-SELECTION-PROFICIENT-04","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D3","Fraud and manipulation detection","proficient","medium","4","NH-FUNCTION-FINANCE-D3-FRAUD-DETECTION-PROFICIENT-03; NH-EXECUTIVE-FINANCE-D3-FRAUD-DETECTION-PROFICIENT-02; NH-EXECUTIVE-FINANCE-D3-FRAUD-DETECTION-PROFICIENT-03; NH-EXECUTIVE-FINANCE-D3-FRAUD-DETECTION-PROFICIENT-04","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D3","Source and claim verification","awareness","high","4","NH-EXECUTIVE-CEO-D3-SOURCE-VERIFICATION-AWARENESS-04; NH-EXECUTIVE-PEOPLE-D3-SOURCE-VERIFICATION-AWARENESS-01; NH-EXECUTIVE-PEOPLE-D3-SOURCE-VERIFICATION-AWARENESS-04; NH-EXECUTIVE-TRANSFORMATION-D3-SOURCE-VERIFICATION-AWARENESS-04","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D2","Output refinement","awareness","high","4","NH-EXECUTIVE-PEOPLE-D2-OUTPUT-REFINEMENT-AWARENESS-03; NH-EXECUTIVE-PEOPLE-D2-OUTPUT-REFINEMENT-AWARENESS-04; NH-EXECUTIVE-TRANSFORMATION-D2-OUTPUT-REFINEMENT-AWARENESS-02; NH-EXECUTIVE-TRANSFORMATION-D2-OUTPUT-REFINEMENT-AWARENESS-03","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D2","Output refinement","applied","high","4","NH-EXECUTIVE-PEOPLE-D2-OUTPUT-REFINEMENT-APPLIED-01; NH-EXECUTIVE-PEOPLE-D2-OUTPUT-REFINEMENT-APPLIED-02; NH-EXECUTIVE-TRANSFORMATION-D2-OUTPUT-REFINEMENT-APPLIED-02; NH-EXECUTIVE-TRANSFORMATION-D2-OUTPUT-REFINEMENT-APPLIED-03","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D4","Data protection and privacy","awareness","high","4","NH-EXECUTIVE-PEOPLE-D4-DATA-PRIVACY-AWARENESS-01; NH-EXECUTIVE-PEOPLE-D4-DATA-PRIVACY-AWARENESS-02; NH-EXECUTIVE-PEOPLE-D4-DATA-PRIVACY-AWARENESS-03; NH-EXECUTIVE-PEOPLE-D4-DATA-PRIVACY-AWARENESS-04","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D4","Data protection and privacy","applied","high","4","NH-EXECUTIVE-PEOPLE-D4-DATA-PRIVACY-APPLIED-01; NH-EXECUTIVE-PEOPLE-D4-DATA-PRIVACY-APPLIED-02; NH-EXECUTIVE-PEOPLE-D4-DATA-PRIVACY-APPLIED-03; NH-EXECUTIVE-PEOPLE-D4-DATA-PRIVACY-APPLIED-04","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D6","Human-AI role clarity","applied","high","4","NH-EXECUTIVE-PEOPLE-D6-ROLE-CLARITY-APPLIED-02; NH-EXECUTIVE-PEOPLE-D6-ROLE-CLARITY-APPLIED-03; NH-EXECUTIVE-FINANCE-D6-ROLE-CLARITY-APPLIED-03; NH-EXECUTIVE-FINANCE-D6-ROLE-CLARITY-APPLIED-04","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"media-asset-review","Media / asset provenance evidence","D5","Strategy and transformation","awareness","high","4","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-AWARENESS-01; NH-EXECUTIVE-FINANCE-D5-TRANSFORMATION-STRATEGY-AWARENESS-04; NH-EXECUTIVE-TRANSFORMATION-D5-TRANSFORMATION-STRATEGY-AWARENESS-01; NH-EXECUTIVE-TRANSFORMATION-D5-TRANSFORMATION-STRATEGY-AWARENESS-03","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D1","Generative AI mechanics","awareness","high","4","NH-FUNCTION-MARKETING-D1-GENAI-MECHANICS-AWARENESS-01; NH-FUNCTION-MARKETING-D1-GENAI-MECHANICS-AWARENESS-02; NH-FUNCTION-MARKETING-D1-GENAI-MECHANICS-AWARENESS-03; NH-FUNCTION-MARKETING-D1-GENAI-MECHANICS-AWARENESS-04","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D1","Generative AI mechanics","applied","high","4","NH-FUNCTION-MARKETING-D1-GENAI-MECHANICS-APPLIED-01; NH-FUNCTION-MARKETING-D1-GENAI-MECHANICS-APPLIED-02; NH-FUNCTION-MARKETING-D1-GENAI-MECHANICS-APPLIED-03; NH-FUNCTION-MARKETING-D1-GENAI-MECHANICS-APPLIED-04","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D2","Prompt design","awareness","high","4","NH-FUNCTION-MARKETING-D2-PROMPT-DESIGN-AWARENESS-01; NH-FUNCTION-MARKETING-D2-PROMPT-DESIGN-AWARENESS-02; NH-FUNCTION-MARKETING-D2-PROMPT-DESIGN-AWARENESS-03; NH-FUNCTION-MARKETING-D2-PROMPT-DESIGN-AWARENESS-04","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
